,rewards
0,0.0
1,0.0
2,0.0
3,0.0
4,0.20007999999840023
5,0.16671665944338937
6,0.14288570285714355
7,0.12501248625137582
8,0.11111109629926011
9,0.20007999999840026
10,0.2728727345367274
11,0.3335333422044452
12,0.3078461353655433
13,0.28582853141143794
14,0.33350664086507625
15,0.3126311981032037
16,0.2942116917482586
17,0.2778387990657529
18,0.2631893705284589
19,0.2500048865145948
20,0.23807606923509878
21,0.22723169140801136
22,0.2609042748247351
23,0.2917708048914783
24,0.2800719440313888
25,0.26927299734461635
26,0.25927397436745864
27,0.28579995717830675
28,0.31049655725516057
29,0.30011663234201846
30,0.32276130449906754
31,0.3439906802597764
32,0.36393342293290437
33,0.35319414164458346
34,0.34306853586741487
35,0.33350546597546865
36,0.35158374902594625
37,0.34229727430525186
38,0.3592256032195057
39,0.3502098977937987
40,0.36612190707711584
41,0.38127619749131564
42,0.37237202108976053
43,0.3866977094204082
44,0.3780665661481758
45,0.36981069245099996
46,0.3832807400148478
47,0.37525814125000306
48,0.3675629979579184
49,0.3601756628102273
50,0.37278406207789055
51,0.36557851903170335
52,0.358644885673453
53,0.3519680559093641
54,0.36381418585561554
55,0.35728171149003957
56,0.3686207246061735
57,0.3622289043719921
58,0.35605375839739667
59,0.3668496331906686
60,0.3772915407000458
61,0.3711690021429917
62,0.3652408323391506
63,0.3594979202532145
64,0.353931715528971
65,0.36378438620347137
66,0.37334294310068583
67,0.3826203618284381
68,0.37703735126178767
69,0.3716138577770566
70,0.3805264566409896
71,0.3891914792136468
72,0.397619099863165
73,0.3922065540087053
74,0.4003705754590816
75,0.40831975026593254
76,0.40297649798291313
77,0.39777025484068296
78,0.39269581796047626
79,0.40034724140530953
80,0.39536504226327474
81,0.4027985186940838
82,0.41005287124599443
83,0.4051306656547467
84,0.4121880722154693
85,0.407354338173746
86,0.4142251007172673
87,0.42093970567294414
88,0.416168308551667
89,0.4115029452450776
90,0.41802831564861986
91,0.42441182630195573
92,0.419806150334422
93,0.41529847026676797
94,0.410885691491627
95,0.4170807734232435
96,0.4231481178244841
97,0.41878826706278766
98,0.42471680695575986
99,0.4204274588153135
100,0.41622305106416696
101,0.41210108545557383
102,0.408059160762079
103,0.40409496811112916
104,0.4098294737852333
105,0.415455777301474
106,0.4209769123652151
107,0.4170371269415086
108,0.4224433718163948
109,0.4277513174736127
110,0.4329636206487783
111,0.43808284319409274
112,0.44311145627672355
113,0.4480518443562185
114,0.4529063089544017
115,0.45767707223027604
116,0.45371975649954754
117,0.4498295169505511
118,0.44600466258710575
119,0.4422435587795699
120,0.4469086446494253
121,0.4432009616804477
122,0.4477832275104014
123,0.4441274791099611
124,0.44862982233170123
125,0.4530606960963974
126,0.45742178865894395
127,0.4617147355162701
128,0.4580895486620857
129,0.4545201369823977
130,0.45100522318313063
131,0.45521898866925287
132,0.4593693856092688
133,0.455895465747758
134,0.45247301442242027
135,0.4565535354985542
136,0.45317550648344845
137,0.4498464374504957
138,0.4538592402015704
139,0.45057212403365704
140,0.4545235759874943
141,0.45127736742506125
142,0.45516932774047597
143,0.4590072293934901
144,0.46279219083919193
145,0.46652529989006464
146,0.4633051039785872
147,0.460128427340553
148,0.4569943937489762
149,0.4539021503429241
150,0.45085086685380643
151,0.45451851095642304
152,0.45150242426206116
153,0.455118860986889
154,0.45213716599099146
155,0.44919370089494093
156,0.45275702827792413
157,0.4562752465693892
158,0.4597492068842752
159,0.4568298507872254
160,0.4602578386680828
161,0.4573707599200667
162,0.4607539876254883
163,0.46409595282563987
164,0.4673974057478947
165,0.4645350513043575
166,0.461706979683806
167,0.46496490433195126
168,0.4621671587503218
169,0.4594023309369529
170,0.4626177617275701
171,0.4598818748219151
172,0.4630579451354713
173,0.4661975052735341
174,0.4634869035934241
175,0.4608071073308754
176,0.4639073168114063
177,0.4669726888612069
178,0.47000380734783637
179,0.4673456632603535
180,0.4647168940845693
181,0.4621170156186381
182,0.4651100785690812
183,0.46807060461554356
184,0.4654936599569134
185,0.462944427523989
186,0.46042246273560467
187,0.4633465540476352
188,0.4662396989691923
189,0.46910238612749944
190,0.4665993988312368
191,0.46412248747253865
192,0.46695269895624275
193,0.46449897914105376
194,0.46207042882316385
195,0.4648688265770813
196,0.4676388105828856
197,0.4703808113519175
198,0.4730952507420235
199,0.4757825421738931
200,0.47336781410735074
201,0.4760276506420253
202,0.4786612783448286
203,0.4762669521886511
204,0.47887421270596886
205,0.4814561564865261
206,0.4840131504395571
207,0.48163766969037725
208,0.4841698111236118
209,0.48667783343043586
210,0.48916207953682317
211,0.4916228858984461
212,0.48926552660755623
213,0.4917033251133359
214,0.4941184429789366
215,0.49651119521325543
216,0.4988818910185741
217,0.5012308339237379
218,0.5035583219136864
219,0.5058646475554512
220,0.508150098120733
221,0.5104149557051656
222,0.5126594973443719
223,0.5148839951269099
224,0.5170887163042077
225,0.5147488539549105
226,0.5169351929325597
227,0.5191023502192589
228,0.5167834584032065
229,0.5189328721628768
230,0.5210636730131442
231,0.5231761016381881
232,0.5252703945902706
233,0.5229729476421372
234,0.5250507137481566
235,0.5227732375571041
236,0.5248347412761349
237,0.5268789182054663
238,0.5246215273566942
239,0.5266499814670664
240,0.5286615987155462
241,0.5306565878235681
242,0.5326351540768227
243,0.534597499395662
244,0.5323618014529042
245,0.5343097174763404
246,0.5362418577324454
247,0.5381584130571204
248,0.54005957122063
249,0.5419455169889142
250,0.5438164321834363
251,0.5456724957396044
252,0.5434608867364733
253,0.5453041362966015
254,0.5431109196532633
255,0.5449415336976134
256,0.5427664006996282
257,0.5406081328946846
258,0.5384665349330486
259,0.5402880301369207
260,0.5420955643908443
261,0.5438892975530312
262,0.5456693870503899
263,0.5474359879245727
264,0.545315182235863
265,0.5432103261722518
266,0.5449670541018865
267,0.5467106690187292
268,0.548441317164565
269,0.550159142614634
270,0.5518642873176042
271,0.5535568911346636
272,0.5514735647681979
273,0.5531556120780876
274,0.554825423267204
275,0.5564831313368663
276,0.5581288673677975
277,0.5597627605546669
278,0.5613849382398902
279,0.5593235414499749
280,0.5609360997320003
281,0.562537218431791
282,0.560492880206361
283,0.5620846436002703
284,0.5636652337329212
285,0.5652347678063615
286,0.5667933613891613
287,0.5683411284447714
288,0.5663173767151435
289,0.5678564631837211
290,0.5693849687840681
291,0.5709030022237417
292,0.5724106707262369
293,0.5739080800562255
294,0.5753953345442824
295,0.5733935301971329
296,0.5748728463082072
297,0.5763422312146019
298,0.5778017845605179
299,0.5792516046615669
300,0.5806917885268408
301,0.582122431880543
302,0.583543629183191
303,0.5849554736524009
304,0.5863580572832624
305,0.5843828241205964
306,0.5857784692063421
307,0.5838176139011557
308,0.5852063862288148
309,0.5865861958933436
310,0.5846410004645962
311,0.5860141056137776
312,0.5873784340910854
313,0.5887340697500794
314,0.5900810953795125
315,0.591419592720179
