,rewards
0,1.0
1,0.49995000499950004
2,0.3332666755546667
3,0.5000000099980002
4,0.39996000799840015
5,0.3332666755546667
6,0.28562858285714265
7,0.24990001500099934
8,0.2221111303724431
9,0.19988002400319774
10,0.18169093818617837
11,0.16653336778332842
12,0.1537077323144548
13,0.21423578785491623
14,0.19993339999500903
15,0.1874188118687987
16,0.17637652940563267
17,0.16656116832833676
18,0.15777900420756288
19,0.1498750574998326
20,0.14272386857471098
21,0.1362227886436603
22,0.13028702088136684
23,0.12484590126673578
24,0.11984007202204748
25,0.11521930733538532
26,0.14807422618332564
27,0.1427715714330563
28,0.1378346179317717
29,0.1332267955545732
30,0.12891625290235548
31,0.12487512000090137
32,0.12107890505468671
33,0.11750599765589606
34,0.11413725715760716
35,0.11095566965144463
36,0.10794606057047913
37,0.10509485267061594
38,0.10238986124561622
39,0.099820120059865
40,0.09737573275439267
41,0.09504774548060768
42,0.09282803730606652
43,0.09070922556491146
44,0.08868458382824985
45,0.08674797057404934
46,0.08489376696300369
47,0.0831168223924155
48,0.08141240671695044
49,0.07977616820290091
50,0.07820409642900697
51,0.07669248946795175
52,0.07523792478315926
53,0.07383723335928134
54,0.0724874766548134
55,0.0711859260240725
56,0.06993004430528338
57,0.06871746931334484
58,0.08459363353207597
59,0.08317540602033933
60,0.08180367831986274
61,0.0804762004397785
62,0.07919086524578198
63,0.07794569729946253
64,0.0767388427278502
65,0.07556856001391257
66,0.07443321161178336
67,0.07333125630182367
68,0.0722612422104607
69,0.0712218004283257
70,0.07021163916770459
71,0.06922953840686735
72,0.06827434497458973
73,0.06734496803322716
74,0.06644037492314278
75,0.0655595873352069
76,0.06470167778154337
77,0.06386576633775681
78,0.06305101763258583
79,0.07485563486117612
80,0.07392407934833507
81,0.07301524519233119
82,0.07212831113930254
83,0.08326632658836569
84,0.08227847213760837
85,0.08131359159282482
86,0.09196426630573051
87,0.09091010075674957
88,0.08987962492565087
89,0.1000823292527251
90,0.09897259681830319
91,0.09788698966048742
92,0.09682472954454811
93,0.09578507135212701
94,0.09476730133827042
95,0.10428666057703517
96,0.10320118756923614
97,0.11244123572439882
98,0.1112943002552224
99,0.11017030423711392
100,0.10906856630023913
101,0.10798843179514937
102,0.10692927149567559
103,0.10589048037665516
104,0.10487147646150316
105,0.10387169973501514
106,0.10289061111713456
107,0.10192769149373282
108,0.1009824408007411
109,0.10005437715823857
110,0.09914303605134656
111,0.1072760014974542
112,0.11526501468859089
113,0.11424245117751014
114,0.11323767214313864
115,0.11225021764211249
116,0.11992616732767611
117,0.12747201028658237
118,0.12638812882396286
119,0.12532231289775758
120,0.13263813431588417
121,0.13153773011129388
122,0.13868487784331127
123,0.14571674323408496
124,0.14453649638514277
125,0.15141109887244378
126,0.15817743422072444
127,0.16483803994106128
128,0.16354380207188066
129,0.1622694766502226
130,0.16101460766583742
131,0.1674541729201307
132,0.17379689702627152
133,0.17248258111545448
134,0.17869483436161523
135,0.17736308623409666
136,0.17605078087465348
137,0.1747574956144132
138,0.17348281994763634
139,0.17222635509731885
140,0.17098771359927942
141,0.16976651890382075
142,0.16856240499410421
143,0.17441922598954773
144,0.17319893233383127
145,0.17199535619277154
146,0.17771066717226333
147,0.17649218431962957
148,0.17529005812737172
149,0.1808704414199118
150,0.17965456925196316
151,0.17845469660962637
152,0.1772705097767115
153,0.17610170318550109
154,0.17494797915389615
155,0.1803191629637111
156,0.17915262544932684
157,0.17800085543785205
158,0.17686357429715488
159,0.1820903986333288
160,0.1809412123596718
161,0.1798062147888415
162,0.17868514477906655
163,0.177577747557887
164,0.17648377452914502
165,0.17540298308695162
166,0.17433513643633733
167,0.17328000342030808
168,0.17223735835304127
169,0.17718929215266824
170,0.17613538471214446
171,0.1810076585405019
172,0.17994327461406498
173,0.17889112619884473
174,0.17785100354321867
175,0.17682270166264658
176,0.18155574265625135
177,0.18623559789296
178,0.1851765486625635
179,0.18978484779898325
180,0.19434222103531687
181,0.1988495078094857
182,0.2033075292110413
183,0.20218225611922266
184,0.20106914950701793
185,0.20544441948583805
186,0.2043252277187301
187,0.2086371672049906
188,0.20751238627737356
189,0.20639944655098574
190,0.21063385712388358
191,0.20951572153574655
192,0.20840917426095934
193,0.20731403609879787
194,0.20623013152445027
195,0.21035945241716453
196,0.21444684593069918
197,0.2184929473283835
198,0.21737311278424165
199,0.22136462459226283
200,0.22024113786343033
201,0.21912877625580374
202,0.21802737535872246
203,0.21693677398526431
204,0.21585681409361776
205,0.21478734071074435
206,0.21372820185825367
207,0.21267924848041664
208,0.21164033437424543
209,0.21061131612157097
210,0.2095920530230521
211,0.21339960298417213
212,0.21237633992788132
213,0.21136264151684547
214,0.21510976847646496
215,0.21409232798668557
216,0.21308426627988375
217,0.21208545429023615
218,0.21109576530928612
219,0.21011507493236709
220,0.21376841189676876
221,0.21278405669582906
222,0.21180853123609827
223,0.2108417172621112
224,0.2098834986207221
225,0.20893376121459295
226,0.20799239295691163
227,0.20705928372730129
228,0.20613432532888504
229,0.2096655492369686
230,0.2087368731650978
231,0.21222687128151482
232,0.21129473419213146
233,0.2103705655216222
234,0.21380992030698473
235,0.2128824917935868
236,0.2119628911276423
237,0.2110510196388025
238,0.21443123878759926
239,0.21778328410383088
240,0.22110750629911624
241,0.22440425028818803
242,0.22345825069559072
243,0.22252000671760744
244,0.22158942338752566
245,0.22066640728280706
246,0.22389984775586938
247,0.22297454552114787
248,0.2220566769500683
249,0.22524656595800946
250,0.22432655046117483
251,0.22748251512703743
252,0.22656052916945688
253,0.22564580448628835
254,0.22473825565077102
255,0.22383779857093708
256,0.22693584838311007
257,0.23000987703971093
258,0.22909870191330872
259,0.2281945373871505
260,0.22729730287962105
261,0.22640691903935878
262,0.22552330772186696
263,0.22853475172897478
264,0.23152346259794404
265,0.23062980773559555
266,0.23358866206707266
267,0.23269358693183909
268,0.2318051682172409
269,0.23092333196304538
270,0.23004800530068376
271,0.23295610578966253
272,0.23207936917018704
273,0.2312090336716966
274,0.23034502946377705
275,0.22948728772804913
276,0.23234639100567359
277,0.2314872509595782
278,0.23063427120395044
279,0.22978738573567464
280,0.22894652949118122
281,0.22811163832978815
282,0.23091678762804446
283,0.23008047605757878
284,0.23285938569090026
285,0.2320217702441895
286,0.23118999342443827
287,0.2303639944126122
288,0.22954371323146275
289,0.2322779681495278
290,0.23145639349919414
291,0.23064044765502356
292,0.2298300729841847
293,0.23252719275644126
294,0.23171556715446337
295,0.23090942709425696
296,0.23357635353796657
297,0.23276903373870433
298,0.23196711566461123
299,0.23117054529843187
300,0.230379269340748
301,0.22959323519809396
302,0.22881239097130723
303,0.22803668544410902
304,0.2306454250850093
305,0.22986846212392043
306,0.2324545686628052
307,0.23167644212156369
308,0.2342402855986318
309,0.23346108601802001
310,0.23268689896675288
311,0.23191767624742896
312,0.23115337027858793
313,0.23039393408490275
314,0.22963932128755843
315,0.22888948609481366
316,0.22814438329274073
317,0.22740396823614073
318,0.22666819683962908
319,0.22593702556888845
320,0.2252104114320853
321,0.22769464446756613
322,0.22696676799761129
323,0.22624338614954995
324,0.22870213580662188
325,0.22797755158377164
326,0.2272574006334124
327,0.22654164240731609
328,0.22583023685024214
329,0.22512314439246814
330,0.22754225484012297
331,0.2268339537330964
332,0.22612990824463575
333,0.22543008015061797
334,0.22473443168332752
335,0.22404292552466454
336,0.226423690078877
337,0.22573097163324002
338,0.2280930087232172
339,0.23044114617204187
340,0.22974213190889042
341,0.22904720702780684
342,0.22835633576159675
343,0.2306772950902599
344,0.23298479429183966
345,0.23228793273200504
346,0.2315950892630244
347,0.23090622924617907
348,0.2302213184397557
349,0.2295403229933749
