,rewards
0,0.0
1,0.5000499950005
2,0.6667333244453333
3,0.49999999000199985
4,0.39995999200319954
5,0.33326666222666584
6,0.4285714342879989
7,0.3749625012533737
8,0.33326666667199845
9,0.2999100010078979
10,0.2726181854654515
11,0.3333000288948829
12,0.30763079077599376
13,0.28562858858056484
14,0.2665600151239039
15,0.24987501501749182
16,0.23515295767010796
17,0.22206668595524745
18,0.21035791793093273
19,0.1998200280435817
20,0.23800008447869112
21,0.2271591677613668
22,0.21726094090569387
23,0.20818756767896568
24,0.19984006564570858
25,0.1921346804374449
26,0.1850000657402862
27,0.2141858557610355
28,0.2413588276056339
29,0.2667202630916976
30,0.2580905496359195
31,0.2500001949427989
32,0.2424001663975484
33,0.2647561172510699
34,0.257165911881594
35,0.27787248669130443
36,0.29745978248696897
37,0.3160161634012768
38,0.307882358648337
39,0.3001552461416899
40,0.292805067912094
41,0.28580490008261644
42,0.2791303233230158
43,0.27275913824216347
44,0.2666711187281422
45,0.26084779746137554
46,0.25527227880905934
47,0.24992907510778983
48,0.2653102290703542
49,0.2599779850981853
50,0.2548548504401357
51,0.24992876109731318
52,0.264154758228914
53,0.25923703481357335
54,0.27277830299485545
55,0.2678804256138278
56,0.2807966808456323
57,0.2759277144893928
58,0.2712237996586241
59,0.26667668377705184
60,0.2622786554209442
61,0.27425010690953705
62,0.2698698887525936
63,0.26562655419489445
64,0.276997059316371
65,0.28802299889965133
66,0.29871980125241837
67,0.29429736852310034
68,0.3045946387196488
69,0.3145976965958229
70,0.3101356582329827
71,0.30579756743316744
72,0.3153758142266374
73,0.3246951849506436
74,0.32033380449770443
75,0.31608719933745
76,0.31195089770522905
77,0.3079206571576544
78,0.31674965555210455
79,0.3253579244539294
80,0.32130894445751806
81,0.31735872220345995
82,0.3256509328737917
83,0.3217418739328904
84,0.31792479498654935
85,0.3141964874303058
86,0.3105538901817411
87,0.3184568547357469
88,0.32618222004938796
89,0.33373590609734627
90,0.33003537711992614
91,0.3373840616393106
92,0.33372280253147524
93,0.34087697223615615
94,0.3478805234538011
95,0.34422223793249584
96,0.34063938327119536
97,0.347433018327065
98,0.3438890938111602
99,0.34041605007730974
100,0.34701209848813686
101,0.3435755470235393
102,0.34020572700459845
103,0.3369007134857646
104,0.33365865485274715
105,0.33047776936349277
106,0.3273563418831278
107,0.32429272080029237
108,0.3212853151132177
109,0.3183325916747448
110,0.315433072586261
111,0.3216133646736976
112,0.31873523726014774
113,0.31590760543969953
114,0.31312915193600926
115,0.319118799177142
116,0.3163595308620372
117,0.3136470319218182
118,0.3109801232966118
119,0.3083576652285407
120,0.30577855563767403
121,0.30324172857784903
122,0.3007461527678188
123,0.29829083019347347
124,0.2958747947771545
125,0.3015332254018882
126,0.2991289105222016
127,0.2967621650659332
128,0.30228368811569584
129,0.30772025998253344
130,0.30534058502399897
131,0.3029969677929817
132,0.30830706339449215
133,0.3059755322465258
134,0.30367854435229336
135,0.3014153377282545
136,0.2991851726385633
137,0.30433342294385274
138,0.3094075930379353
139,0.3071666808531388
140,0.30495755671819014
141,0.302779549054569
142,0.3006320050691683
143,0.29851429010202285
144,0.2964257870010285
145,0.294365895522358
146,0.2923340317553493
