,moves
0,1.0
1,1.5000499950005
2,2.000133320000889
3,2.7503249724997505
4,4.000759951992002
5,13.171883382635519
6,15.434399685504049
7,15.880411746026965
8,17.22811010344369
9,17.205278559769795
10,15.730597916307188
11,14.50169747018969
12,13.53887412355919
13,12.85663995365089
14,12.265370394904483
15,11.560228229638687
16,11.40938551006349
17,10.830102780562282
18,10.311797242666469
19,10.446462887441271
20,10.043445515073033
21,9.722616191002963
22,9.386111141564935
23,10.789913214514298
24,12.241795170944867
25,11.808336735347176
26,11.481253209424372
27,11.105911270774493
28,11.655519124872187
29,11.566744906680341
30,11.257213616135713
31,11.15510986416582
32,10.90719378645438
33,10.732878893400297
34,10.683199562785
35,11.026531611958292
36,10.75456767640879
37,10.893116670232017
38,11.333423417323838
39,11.199567216623754
40,10.974288932980453
41,11.9790086692884
42,11.745962772144464
43,11.523509934082247
44,11.310943951162942
45,11.085782938310786
46,10.891577916315347
47,10.705464828540082
48,10.711504645135113
49,10.536419544589577
50,10.348494549847668
51,10.167797500943527
52,10.050817852870258
53,9.919553997224266
54,9.756503091050192
55,9.68905310943724
56,10.223807185210212
57,10.219926406948192
58,10.386653527148848
59,10.262814949534178
60,10.159528687882096
61,10.156939919152476
62,10.01068876560546
63,9.963349806299473
64,9.824567807222177
65,9.735741982142644
66,9.634543628023252
67,9.521517121335647
68,9.572273454779824
69,9.477734592402976
70,9.371675524013465
71,9.268562589653873
72,9.168274715322942
73,9.111534538509419
74,9.284655372871873
75,9.320652187268381
76,9.27719829514296
77,9.183180743478337
78,9.078786225143284
79,8.977001623362238
80,8.902619663703103
81,8.805463625567835
82,8.759237727562738
83,8.66609714495841
84,8.883606770723933
85,8.873244704436598
86,9.048614829258737
87,8.979280927862055
88,8.888834914962898
89,8.811609146020354
90,8.813698060642652
91,8.738960207705352
92,8.654977762275168
93,8.572782228336814
94,8.577321656362994
95,8.51867095967964
96,8.45082104163352
97,8.538906378241286
98,8.462007195585567
99,8.39674535971284
100,8.322775563326884
101,8.596870347307723
102,8.541975737073772
103,8.604713826999106
104,8.541155429452592
105,8.95546390328859
106,8.97477494853428
107,9.040521735217943
108,9.132883326005075
109,9.067329655202643
110,8.993848720670337
111,8.921679999077007
112,8.913431857789236
113,8.860971363515459
114,8.79183297288707
115,8.758767452682065
116,8.700327608556822
117,8.651452417235799
118,8.671421877067138
119,8.615162576821335
120,8.584925285760281
121,8.52199855869945
122,8.501243372315509
123,8.440002448638843
124,8.379741429546328
125,8.505267612682097
126,8.453397004736095
127,8.394424792842807
128,8.336366928340615
129,8.302578166281672
130,8.246105568747707
131,8.21351492517226
132,8.158558989393475
133,8.134672807269139
134,8.088619225566337
135,8.035790304047337
136,8.10211628357864
137,8.16013486518784
138,8.107909067081687
139,8.063671989000756
140,8.048830185245032
141,8.012771426924289
142,8.140350600143726
143,8.090052471263165
144,8.040448157287493
145,8.08186165974184
146,8.032979033295378
147,8.067035682639535
148,8.01890058403179
149,7.984940293820597
150,7.958152179874744
151,8.145437402733458
152,8.117929175254703
153,8.136931678155726
154,8.090174324648832
155,8.161198548036898
156,8.114870655776661
157,8.088416203264261
158,8.126186430531657
159,8.11268538425144
160,8.07410776461038
161,8.029733710607335
162,7.985904170850207
163,8.035571351982922
164,7.998389034024053
165,7.9922748723860675
166,7.949706170467523
167,7.956062890740467
168,7.980395710431608
169,7.956583744219701
170,7.933050307201985
171,7.892048765279149
172,7.851521276082656
173,7.817306777927821
174,7.800926174429835
175,7.85411353197014
176,7.843452893768216
177,7.8043221055994385
178,7.81112145958006
179,7.817845257161159
180,7.7851205022660075
181,7.780728112161441
182,7.748561109966726
183,7.716743787908742
184,7.773357858324122
185,7.7417406047171
186,7.748595176671944
187,7.901695855798385
188,7.92918125229514
189,7.8973816017826515
190,7.897929142265704
191,7.861311951830461
192,7.825074260519704
193,7.852267202882983
194,7.842582953172259
195,7.806986715684775
196,7.7717519073487855
197,7.736873051964954
198,7.702344783408303
199,7.66816184287635
200,7.6444696296865775
201,7.626062677490671
202,7.597784554526163
203,7.564781575496083
204,7.532100621185232
205,7.53937340208386
206,7.521920381476526
207,7.5046352022231435
208,7.472860793975178
209,7.446251151403984
210,7.439251952799832
211,7.417867206271243
212,7.387093173327775
213,7.361379914535582
214,7.402425403780999
215,7.376872652793677
216,7.473977416652891
217,7.44831867436156
218,7.474225391312602
219,7.444147997149994
220,7.4189679911941155
221,7.394014868894486
222,7.369285578004544
223,7.344777120782132
224,7.315941822950467
225,7.287361747605758
226,7.259033521763518
227,7.275816493000493
228,7.247781675784739
229,7.317849713396852
230,7.289865927429822
231,7.30181942619368
232,7.30488595591257
233,7.3123001079901195
234,7.297872865628647
235,7.318268957502106
236,7.316894112897448
237,7.289718621900288
238,7.271339500576044
239,7.244579508023691
240,7.218041632548844
241,7.195955725281855
242,7.169836025747018
243,7.173321671710669
244,7.147504711143087
245,7.134393988195891
246,7.125538427533054
247,7.1002236519640745
248,7.075112249433318
249,7.062503018822282
250,7.03774083564226
251,7.013175218822125
252,6.988803837535395
253,6.968661838280678
254,6.968787880562919
255,6.9809330153799625
256,6.957060133692602
257,6.957230880685932
258,7.004937839255495
259,6.9812386575024075
260,6.989176193429844
261,6.965715001275102
262,6.942432261885229
263,6.92321430715013
264,6.911889568425105
265,6.889070331017339
266,6.866422064379898
267,6.847774697898867
268,6.825448029816308
269,6.803286784192959
270,6.7812891297838
271,6.763230251630359
272,6.741540178339747
273,6.720008465929957
274,6.698633386827656
275,6.681136964325514
276,6.663766901736608
277,6.731568222347061
278,6.710448650355966
279,6.693151955939211
280,6.672319122327934
281,6.673514064523101
282,6.652895728003157
283,6.636044330694759
284,6.619311220479416
285,6.642263112525867
286,6.650715383569267
287,6.641244868625998
288,6.621157497699005
289,6.633148595556136
290,6.698112740199515
291,6.678025365036998
292,6.6580751438898
293,6.680284438648759
294,6.677909936722815
295,6.703383538677716
296,6.700944460335769
297,6.681240045622507
298,6.682338213040255
299,6.707466915065603
300,6.694776589704244
301,6.685582245037756
302,6.7036565250535185
303,6.697880894733318
304,6.678625720971893
305,6.659496436905428
306,6.640491812341369
307,6.6584324172208875
308,6.652898340995513
309,6.6340939922675055
310,6.648571899296409
311,6.643122005189741
312,6.6245245791493765
313,6.6651832290203625
