,moves
0,1.0
1,5.000399960003999
2,7.667466577784888
3,6.000099890018998
4,6.400239904020797
5,5.499749885038162
6,4.856542754345134
7,5.124662481306861
8,6.0004001066808685
9,5.499909985028684
10,5.8184182400036155
11,6.083841766355559
12,5.69230761230215
13,6.1434429585092625
14,6.267386764337934
15,7.815494623939661
16,7.885282938203189
17,7.502116661003209
18,7.2647364372414485
19,7.401759595298645
20,8.146019286632606
21,10.234670587577495
22,10.268019028752606
23,9.880962821733817
24,9.524871168239784
25,9.928768667442966
26,9.708613305722288
27,9.46837257558154
28,9.348438376084369
29,9.069349408877118
30,8.808266233695855
31,8.563500807538135
32,9.093571960571706
33,8.884248332064054
34,9.632952160311731
35,9.671058756136729
36,9.490110102722316
37,10.005429994032847
38,10.674493103936763
39,10.532076867992583
40,10.29865611397091
41,10.076350694701542
42,10.23804291457395
43,10.323910062836939
44,10.160439435715727
45,10.025913364239635
46,9.832988030745263
47,9.962072165276544
48,10.106393786087075
49,9.923372145556275
50,9.964294241821287
51,9.984313398171865
52,10.762224894687657
53,10.580483243421153
54,10.460190933263378
55,10.577616632274392
56,10.585068436015312
57,10.418864990886743
58,10.496962506212446
59,10.421570119347537
60,10.282681695870648
61,10.278094448621134
62,10.305596067656708
63,10.190725570611747
64,10.249705609522309
65,10.200146948418993
66,10.152067671484284
67,10.075793274546063
68,10.176827937545037
69,10.044823863245202
70,9.973271535128537
71,9.875731364277142
72,9.753268604869561
73,9.82468915351008
74,9.719586127945869
75,9.630505835060596
76,9.62225506653801
77,9.730491098479106
78,9.644628840463596
79,9.623908166968953
80,9.665922598678073
81,9.559382395264068
82,9.552587440406112
83,9.44992362149202
84,9.349675477973983
85,9.251758742105586
86,9.156093020519565
87,9.074064347529818
88,8.982543954310504
89,8.89305740069165
90,8.927507787688869
91,9.180584533167384
92,9.39566290716447
93,9.326989301065337
94,9.2385103774012
95,9.225486295062096
96,9.160688004501043
97,9.292976160409733
98,9.208385232160582
99,9.529458713249413
100,9.444161424561084
101,9.360536688025089
102,9.27853578853015
103,9.236970883828485
104,9.311675966237024
105,9.232437831431094
106,9.173571231253526
107,9.097077447745077
108,9.021987273951048
109,9.040165896698696
110,8.96693238212387
111,9.066539269001275
112,9.074892836403816
113,9.074228431146464
114,9.082370727231796
115,9.011890884238568
116,9.106899832016678
117,9.286039407515226
118,9.266601448303216
119,9.196890190124336
120,9.128331238982446
121,9.334673774038164
122,9.266082256793718
123,9.239417624774415
124,9.172681665179594
