,moves
0,14.0
1,9.4995500449955
2,8.332800075547556
3,6.4990501149925
4,7.3996001679776
5,10.834716897139174
6,9.4289143085063
7,8.74982494246177
8,8.33284436443765
9,8.699890026985315
10,8.363199967285835
11,8.916875151914027
12,8.538199999998167
13,7.999056957225464
14,8.733480256889393
15,8.875350304943703
16,8.647023637603278
17,8.221466459317536
18,8.578873858952809
19,8.199209813114562
20,8.094275976077794
21,7.9988815921241825
22,7.693912532686467
23,7.49788272574032
24,7.237343204241968
25,6.996845224472303
26,6.811295352388933
27,6.638999073604348
28,6.547744101864916
29,6.796873616665284
30,6.6740260648526935
31,6.496162584506644
32,6.359478835143344
33,6.555433425177225
34,6.48217255133413
35,7.081984152517972
36,6.9712626669700235
37,6.813542123966909
38,6.663909851837543
39,6.521759230266384
40,6.386542821407699
41,7.6922011172979445
42,7.769450169156516
43,7.637761736295305
44,7.511926159576716
45,7.4352359113416755
46,7.383183705501271
47,7.270506186289077
48,7.449515509151759
49,7.440481080390871
50,7.687979370067893
51,7.906629414101435
52,8.003231272147845
53,8.189339385362679
54,8.167598066840222
55,8.667343429251488
56,8.867277278643371
57,9.025637126549105
58,8.905866632540087
59,8.790088533861553
60,8.777058404168386
61,8.910497062452295
62,8.895954950473785
63,9.070550857807852
64,9.023008678207143
65,9.205660193536659
66,9.142474001028145
67,9.021927778886882
68,8.963241761288325
69,8.906232513268659
70,8.865012500834181
71,8.880888388360594
72,8.868734345122771
73,9.047482241057784
74,8.952818837616007
75,9.550000868650967
76,9.477373828707723
77,9.367850644152918
78,9.261100253946497
79,9.157018678300355
80,9.10528585051878
81,9.017932358584245
82,8.932683816662841
83,8.89748037415096
84,8.803786302885618
85,8.712271215358111
86,8.877914192416279
87,8.86785086093131
88,8.82400835281278
89,9.375284993252718
90,9.382211955389131
91,9.29026944211139
92,9.254563757309239
93,9.165930152283773
94,9.111039251974857
95,9.02574417088309
96,9.004659109706207
97,8.922184161463502
98,8.892376976931459
99,8.822768701758266
100,9.004546772058577
101,8.974791960468563
102,8.965231112814687
103,9.004427883059938
104,9.014008459910373
105,9.23314201416588
106,9.17426876284399
107,9.107127124746068
108,9.031943752881816
109,8.967317751753068
110,8.903856229605875
111,8.985976506118117
112,8.9145097686287
113,8.853168299098561
114,8.93361601909461
115,8.890593928899824
116,8.917479482721486
117,8.926761124238283
118,8.884869378424352
119,8.936437541256943
120,8.903513100059806
121,8.879424718239088
122,8.896876328218127
123,8.84873362237286
124,8.849958819022078
125,8.802947881351539
126,8.740730048900247
127,8.687396547342956
128,8.627038393784852
129,8.567608878303183
130,8.702417761611791
131,8.674000150301273
132,8.87456394923426
133,8.822575973999914
134,8.76385114008243
135,8.884853299543582
136,8.856109360125926
137,8.835128117562082
138,8.880094498830665
139,8.909933283157619
140,8.853045522827871
141,8.832669064279834
142,8.784206552861724
143,8.736417177429471
144,8.689287011031592
145,8.635853411508007
146,8.583146851023134
147,8.5311525922991
148,8.493478723452105
149,8.442774249856933
150,8.486854135027587
151,8.59046296277666
152,8.540094289567064
153,8.523346557800052
154,8.591983979405965
155,8.796453786019153
156,8.965972206391712
157,8.914759069679079
158,8.979195581971267
159,8.94757824633921
160,8.897420479108995
161,8.84788199673276
162,8.805186280424897
163,8.75681381158638
164,8.721348787798352
165,8.680187064749132
166,8.63951834146389
167,8.702223350238063
168,8.655878215054555
169,8.651954547401344
170,8.642128856651288
171,8.661987055907751
172,8.62869272978589
173,8.648405139761666
174,8.720220740234593
175,8.681365656555723
176,8.86143911158253
177,8.862231401214286
178,8.823208566877128
179,8.818552845049771
180,8.842073036324082
181,8.842956565451766
182,8.888346632061108
183,8.844685955850823
184,8.807002801343783
185,8.85734738953166
186,8.869019836840815
187,8.853471976895639
188,8.827306491687665
189,8.785326730857541
190,8.743786601280597
191,8.776997287082041
192,8.746486351875763
193,8.747818502783582
194,8.707310411414507
195,8.734843849712902
196,8.694806201347076
197,8.655173025711663
198,8.651815089469084
199,8.612789711244389
200,8.579227973478801
201,8.551049227863427
202,8.553305776691133
203,8.530529547212316
204,8.60256181474957
205,8.594621842076108
206,8.557171967068113
207,8.524990122912254
208,8.532195379555755
209,8.500435137371898
210,8.473815529914132
211,8.437812696011486
212,8.402147967281865
213,8.376362850105092
214,8.398331572775286
215,8.36806831855265
216,8.333375494223631
217,8.317750617419001
218,8.302268456048774
219,8.282281350823865
220,8.248599700750775
221,8.233640633679869
222,8.20047743191431
223,8.172174944797378
224,8.13957934739544
225,8.138947741155713
226,8.174366359120711
227,8.187042903643896
228,8.154937529888917
229,8.123111381873567
230,8.095990154535839
231,8.10879877476217
232,8.090752220583418
233,8.195327366848483
234,8.168342647313384
235,8.145924284632892
236,8.352642270340612
237,8.342521124142095
238,8.345338065086853
239,8.322529348257158
240,8.350906901047574
241,8.357886860163061
242,8.356378150664577
243,8.325490602417226
244,8.382677687210847
245,8.360256498889434
246,8.396102632784379
247,8.36553704570186
248,8.368148794966348
249,8.366639232817597
250,8.352888256178863
251,8.35552114479917
252,8.329762236492133
253,8.30016875670969
254,8.274829438605675
255,8.265714896591119
256,8.236713810697935
257,8.219866852218924
258,8.29030215385417
259,8.336515830824382
260,8.335192689529228
261,8.329962385520636
262,8.309160834465418
263,8.335177224252828
264,8.306760229520956
265,8.278556946217158
266,8.327481244637845
267,8.318562701368824
268,8.317346436368139
269,8.384615018439513
270,8.356623258741752
271,8.385492211341042
272,8.361460238295814
273,8.337603724520287
274,8.31392075591324
275,8.331370430229802
276,8.307876928227026
277,8.328924515224598
278,8.31665815840482
279,8.297135472072739
280,8.296048170364017
281,8.342375219395501
282,8.315692010116823
283,8.30730526594985
284,8.29175869033385
285,8.269126687546573
286,8.250237350419194
287,8.231479225125524
288,8.20572934031662
289,8.180157090176845
290,8.214890190647983
291,8.214132645110523
292,8.19581235017114
293,8.17411473850304
294,8.156054726082305
295,8.155511810611307
296,8.134166733970641
297,8.150984718651339
298,8.143574310594566
299,8.122477401128673
300,8.098097802424244
301,8.077291620115975
302,8.056622813946785
303,8.039480165993654
304,8.019070606339225
305,7.99879448371689
306,7.975292487903853
307,7.951943150229042
308,7.928744988574492
309,7.912349533718274
310,7.889427291754472
311,7.873263689188101
312,7.85061221842457
313,7.857673862707004
314,7.848314079533892
315,7.82595246097914
316,7.806987267000677
317,7.794632149368195
318,7.7726479420383905
319,7.750801182452781
320,7.790194641771508
321,7.768423020036615
322,7.762769863335364
323,7.773087468593261
324,7.754742453404295
325,7.746014756512824
326,7.727863855430968
327,7.735020058625025
328,7.726431313316486
329,7.708501400794222
330,7.7062895097970445
331,7.70720378159022
332,7.68638601385792
333,7.665692949343504
334,7.65438108856581
335,7.643136585398597
336,7.6288906749397505
337,7.614729091616685
338,7.594549754871799
339,7.59578313261676
340,7.57577565321067
341,7.57403404480818
342,7.560237462290407
343,7.552536748480282
344,7.532883132099346
345,7.516334182707448
346,7.535672963950754
347,7.519207572636404
348,7.499870390913795
349,7.483601755509915
350,7.476275459276167
351,7.489583252318148
352,7.488146945201296
353,7.486718756173976
354,7.467791920742738
355,7.472250453389028
356,7.453467918311282
357,7.460838065191686
358,7.44218941805295
359,7.432280457641441
360,7.416684440135918
361,7.421218012408231
362,7.408592185231448
363,7.398883932043369
364,7.3807069532913605
365,7.368295679843992
366,7.353126346807097
367,7.338039492699433
368,7.441095004942047
369,7.425840104328291
370,7.435834758103689
371,7.417884424717704
372,7.400030384033242
373,7.401695153107113
374,7.3922805210594635
375,7.382915990246336
376,7.368094180262353
377,7.3506043519520325
378,7.333206862078999
379,7.345959163679923
380,7.328662243017349
381,7.325049886551303
382,7.310608558044858
383,7.307063144612517
384,7.290044129308105
385,7.283880061704826
386,7.272377884600226
387,7.260935026582092
388,7.252222743388527
389,7.272871543509776
390,7.2721460949031185
391,7.268772297952026
392,7.2786435008596815
393,7.267351689544714
394,7.250851704286289
395,7.234435095504066
396,7.228581003716717
397,7.217529109422461
398,7.229998563153503
399,7.258012013644889
400,7.267721845228463
401,7.269617444575372
402,7.258591310079747
403,7.255348768360856
404,7.239271155973058
405,7.22327278682858
406,7.255956842147866
407,7.242543247245039
408,7.239379625162632
409,7.22353081078366
410,7.210293358879588
411,7.209761675324719
412,7.194098038859583
413,7.193609576225628
414,7.213209552123494
415,7.200150608664817
416,7.1921527564454735
417,7.18918014970279
418,7.173782878707451
419,7.163423158331384
420,7.153112681639167
421,7.137909463755146
422,7.1227781712538665
423,7.117556885230948
424,7.134447102622148
425,7.12677215016117
426,7.121576256602296
427,7.1066541733935145
428,7.091801699371692
429,7.081871872104868
430,7.067145411853177
431,7.062151182822538
432,7.066822678688363
433,7.059445917783325
434,7.056903194487281
435,7.04239823549996
436,7.0446864601301975
437,7.032658332833126
438,7.01830591904702
439,7.008766677464359
440,7.006377114641579
441,6.992180021631711
442,6.978047065481301
443,6.968684785693629
444,6.954667753093876
445,6.943057012842386
446,6.929159874420643
447,6.917658210380043
448,6.936477335711223
449,6.931977970534859
450,6.918224348069487
451,6.953118361531887
452,6.946300278197856
453,6.939512250966197
454,6.925856846282322
455,6.94896957546177
456,6.951375875664179
457,6.940063497856288
458,6.9538797939646155
459,6.940333476944315
460,6.96317391463227
461,6.960991550289847
462,6.949774084013042
463,6.938605003347447
464,6.936491403856975
465,6.936634122967727
466,6.923320333398451
467,6.916777715041512
